Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,VicSat,GerDis,TriLobed,ClaPer,Bare,Step,GalPar,Medicago,FuzzyGreen,CerGlo,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-esque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-esque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,2,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,6,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,6,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,LagMaj,Acmispon,Mad-esque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFREC,6/23/2017,4,2,1,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10,2,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,11,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,13,5,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14,6,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15,7,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
