,Site,Date,BlockNo,PlotNo,SubplotNo,SubplotX,SubplotY,SiteVisit,Acmispon,AirCar,AmsMen,AnaArv,AveFat,Bare,BriMin,BroDia,BroHor,CarPac,CarPac?,Cerastium,CerGlo,ClaPur,Collinsia Pink Rosette,Corv,CroSet,CynEch,DaucPusil,Delphinium,Delphinium?,DelVar,EroCic,Erodium,FilGal,FuzzyBrush,Galpar,GalPar,GasVen,GerDis,Gilia,Gopher,Hole,HolVir,Hoof,HypGla,LargeBrush,LilUnk,LittleUnk,LolMul,Lotus,LupBic,Lupinus,MadGra,MedPol,MicCal,vPub,Paintbursh,PinkBrush,PlaNot,Plantago,Rock,SilGal,SisBel,SiSbel,TaeCap,TriAlbo,TriBlue,TriCupcake,TriDub,TriDub.1,TriEri,TriEri.1,TriFc,Trifolium,TriFuc,TriFuc.1,TriFucatum,TriGra,TriHir,TriPlate,TrIPlate,TriRef,TriRefLarge,TrIRefLarge,TriWhite,TriWil,TriWil?,TriWildenovii,Unk VicSat?,UnkFlower,UnkVetch,UnkWhorl,VicVel,VulMyu,Whitebrush,WhiteBrush
1806,MCL,6/28/2017,3,1,14,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,MCL,6/28/2017,3,1,15,7,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,MCL,6/28/2017,3,1,16,8,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,MCL,6/28/2017,3,1,1,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,MCL,6/28/2017,3,1,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,MCL,6/28/2017,3,1,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,MCL,6/28/2017,3,1,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,MCL,6/28/2017,3,1,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,MCL,6/28/2017,3,1,6,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,MCL,6/28/2017,3,1,7,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,MCL,6/28/2017,3,1,8,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,MCL,6/28/2017,3,1,9,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,MCL,6/28/2017,3,1,10,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,MCL,6/28/2017,3,1,11,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,MCL,6/28/2017,3,1,12,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,MCL,6/28/2017,3,1,13,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,MCL,6/28/2017,3,1,14,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,MCL,6/28/2017,3,1,15,7,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,MCL,6/28/2017,3,1,16,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,MCL,6/28/2017,3,1,1,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,MCL,6/28/2017,3,1,2,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,MCL,6/28/2017,3,1,3,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,MCL,6/28/2017,3,1,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,MCL,6/28/2017,3,1,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,MCL,6/28/2017,3,1,6,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,MCL,6/28/2017,3,1,7,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,MCL,6/28/2017,3,1,8,8,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,MCL,6/28/2017,3,1,9,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,MCL,6/28/2017,3,1,10,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,MCL,6/28/2017,3,1,11,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,MCL,6/28/2017,3,1,12,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,MCL,6/28/2017,3,1,13,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,MCL,6/28/2017,3,1,14,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,MCL,6/28/2017,3,1,15,7,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,MCL,6/28/2017,3,1,16,8,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,MCL,6/28/2017,3,1,1,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,MCL,6/28/2017,3,1,2,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,MCL,6/28/2017,3,1,3,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,MCL,6/28/2017,3,1,4,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,MCL,6/28/2017,3,1,5,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,MCL,6/28/2017,3,1,6,6,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,MCL,6/28/2017,3,1,7,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,MCL,6/28/2017,3,1,8,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,MCL,6/28/2017,3,1,9,1,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,MCL,6/28/2017,3,1,10,2,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,MCL,6/28/2017,3,1,11,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,MCL,6/28/2017,3,1,12,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,MCL,6/28/2017,3,1,13,5,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,MCL,6/28/2017,3,1,14,6,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,MCL,6/28/2017,3,1,15,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,MCL,6/28/2017,3,1,16,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,MCL,3/27/2017,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2
1346,MCL,3/27/2017,3,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,MCL,3/27/2017,3,2,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,MCL,3/27/2017,3,2,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1349,MCL,3/27/2017,3,2,5,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1350,MCL,3/27/2017,3,2,6,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,MCL,3/27/2017,3,2,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
1352,MCL,3/27/2017,3,2,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,MCL,3/27/2017,3,2,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
1354,MCL,3/27/2017,3,2,10,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,5,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1355,MCL,3/27/2017,3,2,11,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,MCL,3/27/2017,3,2,12,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,
1357,MCL,3/27/2017,3,2,13,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,MCL,3/27/2017,3,2,14,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,MCL,3/27/2017,3,2,15,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1360,MCL,3/27/2017,3,2,16,8,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,3,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1361,MCL,3/27/2017,3,2,1,1,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1362,MCL,3/27/2017,3,2,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,MCL,3/27/2017,3,2,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1364,MCL,3/27/2017,3,2,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
1365,MCL,3/27/2017,3,2,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1366,MCL,3/27/2017,3,2,6,6,3,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,1,4,,,,3,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1
1367,MCL,3/27/2017,3,2,7,7,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1368,MCL,3/27/2017,3,2,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1369,MCL,3/27/2017,3,2,9,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1
1370,MCL,3/27/2017,3,2,10,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
1371,MCL,3/27/2017,3,2,11,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,6,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1372,MCL,3/27/2017,3,2,12,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3
1373,MCL,3/27/2017,3,2,13,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1374,MCL,3/27/2017,3,2,14,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1375,MCL,3/27/2017,3,2,15,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
1376,MCL,3/27/2017,3,2,16,8,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
1377,MCL,3/27/2017,3,2,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1378,MCL,3/27/2017,3,2,2,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,MCL,3/27/2017,3,2,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3
1380,MCL,3/27/2017,3,2,4,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3
1381,MCL,3/27/2017,3,2,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,MCL,3/27/2017,3,2,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1383,MCL,3/27/2017,3,2,7,7,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1384,MCL,3/27/2017,3,2,8,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1385,MCL,3/27/2017,3,2,9,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,MCL,3/27/2017,3,2,10,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,MCL,3/27/2017,3,2,11,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,MCL,3/27/2017,3,2,12,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1389,MCL,3/27/2017,3,2,13,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1390,MCL,3/27/2017,3,2,14,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3
1391,MCL,3/27/2017,3,2,15,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
1392,MCL,3/27/2017,3,2,16,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1393,MCL,3/27/2017,3,2,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,MCL,3/27/2017,3,2,2,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
1395,MCL,3/27/2017,3,2,3,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1396,MCL,3/27/2017,3,2,4,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
1397,MCL,3/27/2017,3,2,5,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
1398,MCL,3/27/2017,3,2,6,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1399,MCL,3/27/2017,3,2,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
1400,MCL,3/27/2017,3,2,8,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
1401,MCL,3/27/2017,3,2,9,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2
1402,MCL,3/27/2017,3,2,10,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
1403,MCL,3/27/2017,3,2,11,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1404,MCL,3/27/2017,3,2,12,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1
1405,MCL,3/27/2017,3,2,13,5,8,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
1406,MCL,3/27/2017,3,2,14,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
1407,MCL,3/27/2017,3,2,15,7,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
1408,MCL,3/27/2017,3,2,16,8,8,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1
833,MCL,4/23/2017,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
